40.9273743017,26.3594040968,15.9618249534
182.460857409,183.237651445,184.025163094
210.72032967,209.683516484,209.761538462
116.157154673,106.158808933,91.1571546733
136.65764411,115.98245614,89.3754385965
49.1040419162,45.5815868263,45.248502994
54.3660337553,37.6276371308,26.9514767932
181.333951763,131.094619666,77.8589981447
125.807264206,104.75102519,79.7510251904
49.9212454212,116.810744811,35.7356532357
197.319905213,89.9170616114,141.58056872
77.1271626298,81.0908304498,59.3737024221
68.6834677419,70.90625,53.7127016129
20.3681225184,15.4344866704,13.9449801475
94.8512696493,112.180169287,92.8101571947
89.2926192031,86.4075767472,69.7289353364
227.765957447,197.823240589,171.284779051
28.4986187845,24.7306629834,25.6277624309
95.0740365112,94.5791075051,94.7657200811
59.3881118881,66.1223776224,46.9772727273
151.412011173,123.955307263,97.1668994413
57.4183006536,55.2212885154,55.7721755369
155.668393782,72.4248704663,103.03626943
77.7702702703,77.8871224165,76.4904610493
156.82361516,109.505830904,61.0903790087
160.124200226,162.984569063,161.891607076
199.124414368,199.250390422,200.223321187
128.875489428,119.752545027,106.086139389
110.086820084,77.7092050209,40.4633891213
196.410852713,161.208194906,133.496124031
68.1408866995,126.837438424,60.2541871921
106.643685174,94.5131177547,76.5222696766
168.305821665,169.559322034,170.093957259
68.4832855778,65.9789875836,66.0573065903
172.544326241,136.274822695,103.713652482
190.511217949,190.706730769,191.571581197
70.8903743316,52.9478609626,44.6711229947
93.746031746,141.548229548,74.5189255189
119.804928131,59.3531827515,69.7679671458
101.459314775,135.262312634,100.473233405
143.163541212,148.56650676,144.638028783
150.100107643,132.775026911,119.701829925
92.3512014787,59.1691312384,36.1386321627
204.01511879,152.816414687,105.703023758
121.793920429,128.065265981,121.57443004
86.9340922708,88.6129418814,85.780107849
175.133219471,176.268573868,177.155422716
204.25528169,179.26056338,158.415492958
222.530120482,174.431325301,133.569879518
132.359063745,138.096613546,134.099103586
4.73921028466,3.52984389348,3.83930211203
38.0682492582,35.353115727,36.0541543027
237.737242128,237.653637351,238.600434311
152.074669525,154.852804573,154.65380493
223.497191011,222.05758427,222.063202247
112.806704397,114.280365694,112.116238572
177.52284264,145.634517766,127.123096447
67.6998556999,141.995670996,33.2106782107
75.1857835218,47.379644588,25.4054927302
125.223653396,150.131147541,100.809133489
107.763245033,82.0413907285,63.3079470199
104.322222222,102.966666667,104.635978836
131.497530864,92.3012345679,54.2827160494
88.2744252874,68.4784482759,56.5732758621
