45.2130681818,29.7017045455,19.2294034091
174.993453355,175.7099018,176.10979269
226.308923706,225.214918256,225.389986376
116.663876099,99.4734198409,78.6822938468
147.439223301,123.938252427,99.6190291262
37.7910447761,34.367987648,34.9788986104
70.3571996818,46.6523468576,29.8257756563
185.504761905,138.819047619,93.536996337
130.884970336,112.461107449,88.5253790376
54.7105580088,123.034925733,36.503010839
167.537120723,139.770819884,118.947062621
76.8892690513,75.8634525661,63.5589424572
63.4720125786,63.9940251572,52.8864779874
6.95553987297,5.2067748765,5.39378969654
116.181227739,117.9486696,113.227320344
96.3994057725,87.9248726655,71.7088285229
222.829665852,186.761206194,155.393643032
24.6085300838,19.3941355674,18.058644326
99.3210526316,100.783981693,97.9038901602
95.2740947075,62.1587743733,40.0924791086
109.933117584,142.105717368,96.145631068
51.6064887493,47.7870225013,47.2961800105
192.093283582,86.9981343284,135.76119403
84.2399068323,86.2309782609,83.8435559006
155.338755981,108.923444976,61.3980861244
154.027916544,157.143255951,155.851601528
198.782234957,198.149952245,198.409360076
133.430433752,138.714624319,132.777435411
118.452985587,83.4989704873,48.8592999314
203.828373016,160.893353175,125.806547619
78.7354352296,134.158327622,66.1213159698
135.393581081,66.097972973,85.8344594595
